OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE,Search Term
"=HYPERLINK(""https://www.grants.gov/search-results-detail/305335"",""RFI-625-18-RISEII-HSD"")",RISE II HEALTH SERVICES DELIVERY ACTIVITY,USAID-SEN,posted,05/18/2018,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356858"",""DFOP0016988"")",Build Partner Capabilities to Protect Critical Advanced and Emerging Technologies,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356864"",""DFOP0016986"")","Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program",DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356866"",""DFOP0016992"")",Build Partner Capabilities to Counter the Russian Federation’s Chemical and Biological Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356857"",""DFOP0016984"")",Build Partner Resilience to Counter Proliferator State Hybrid Threats in the Nonproliferation Arena,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356862"",""DFOP0016991"")",Countering WMD and UAS Threats in Iraq,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356867"",""DFOP0016994"")",Nonproliferation Scientist Engagement Program,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356860"",""DFOP0016985"")",Countering Proliferator State Advanced Conventional Weapons Proliferation,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356863"",""DFOP0016993"")",Countering the Russian Federation’s Sanctions Evasion Activities,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356859"",""DFOP0016989"")",Build Partner Capabilities to Counter Global Biological Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356856"",""DFOP0016987"")",Build Partner Capabilities to Protect Semiconductor and CHIPS Technology,DOS-ISN,posted,10/25/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356861"",""DFOP0016990"")",Building Partner Capacity to Counter Chemical Weapons Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/169333"",""RFA-674-12-000006"")",Service Delivery and Support for Families Caring For Orphans and Vulnerable Children (OVC),USAID-SAF,posted,05/07/2012,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348036"",""72067423RFI00004"")","Draft Notice of Funding Opportunity - Children, Adolescents, and Families in the HIV Epidemic in Limpopo Province",USAID-SAF,forecasted,05/10/2023,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327101"",""720FDA20RFA00004"")",Local Capacity Strengthening for Response (LCS4R),USAID,posted,05/14/2020,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356865"",""DFOP0016995"")","Countering DPRK and Iran’s WMD, UAS, and Missile Proliferation",DOS-ISN,posted,10/26/2024,01/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/169154"",""RFA-674-12-000005"")",Comprehensive District-Based Support for Better HIV/TB Patient Outcomes,USAID-SAF,posted,05/04/2012,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354776"",""HRSA-25-046"")",AIDS Drug Assistance Program (ADAP) Emergency Relief Funds (ERF),HHS-HRSA,posted,09/03/2024,11/04/2024,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/187913"",""APS-OAA-12-000007"")","Microbicides Research, Development, and Introduction",USAID,posted,07/30/2012,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353860"",""HDTRA1-24-S-0002"")",Biological Threat Reduction with Global Partners Broad Agency Announcement (BAA),DOD-DTRA,posted,05/15/2024,04/28/2029,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/90013"",""USAID-UGANDA-617-INFORMATION-04-2011"")",INFORMATION ON UGANDA LITERACY AND HEALTH EDUCATION PROGRAM,USAID-UGA,posted,04/27/2011,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)",USAID,posted,04/22/2019,09/30/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/275168"",""SOL-OAA-15-000054"")","Annual Program Statement - Policy, Advocacy, and Communication Enhanced  for Population and Reproductive Health (PACE)",USAID,posted,03/13/2015,03/12/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347106"",""RFI-2023-OVC-NW"")","Children, Adolescents & Families in the HIV Epidemic in the North West Province",USAID-SAF,forecasted,03/24/2023,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/306385"",""7200AA18APS00004"")","Knowledge SUCCESS (Strengthening Use, Capacity, Collaboration, Exchange, Synthesis, and Sharing) APS ",USAID,posted,06/19/2018,06/18/2028,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356420"",""72061124RFA00004"")",USAID Acting on Climate Change Together,USAID-ZAM,posted,09/13/2024,11/04/2024,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356854"",""DFOP0016956"")",FY 2025 PRM Request for Full Proposals for Nigeria,DOS-PRM,posted,10/25/2024,11/29/2024,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356642"",""72066924RFA00002"")",Advancing Community Health Activity (ACHA),USAID-LIB,posted,10/07/2024,11/21/2024,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314817"",""7200AA19APS00010"")",Active Communities - Effective States (ACES),USAID,posted,04/11/2019,04/10/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328814"",""RFI-278-20-HSQA"")",Health Service Quality Accelerator,USAID-JOR,forecasted,08/27/2020,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327212"",""FOA20AFRLRVKE0001"")","Future Scholars for Science, Technology, Engineering, and Mathematics (STEM) Workforce Development Programs",DOD-AFRL-AFRLDET8,posted,06/17/2020,06/17/2025,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/259510"",""APS-620-14-000001"")",USAID/Nigeria Education Crisis Response,USAID-NIG,posted,07/15/2014,,"""Tuberculosis"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348053"",""PAR-23-191"")",HIV-associated Non-Communicable Diseases Research at Low- and Middle-Income Country Institutions (R21 Clinical Trial Optional),HHS-NIH11,posted,05/10/2023,12/08/2025,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356853"",""PAR-25-213"")",Implementation Research for Multi-morbidity Management in the Context of Non-communicable Diseases in Low- and Middle-Income Countries and US Tribal Populations  (R01 Clinical Trial Optional),HHS-NIH11,posted,10/25/2024,01/07/2026,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356852"",""PAR-25-223"")",Implementation Research for Multi-morbidity Management in the Context of Non-communicable Diseases in Low- and Middle-Income Countries and US Tribal Populations  (R61/R33 Clinical Trial Required),HHS-NIH11,posted,10/25/2024,01/07/2026,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352303"",""720674RFA00006"")",USAID/Lesotho Bophelo Bo Botle (Good Health) Activity,USAID-SAF,forecasted,02/12/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355478"",""CDC-RFA-JG-25-0044"")",Engaging faith-based organizations to control the HIV epidemic and related health threats in the Republic of Uganda under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/18/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355467"",""CDC-RFA-JG-25-0078"")",Sustaining HIV and TB epidemic control in Lesotho through health system strengthening and technical assistance under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/17/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355657"",""CDC-RFA-JG-25-0082"")","Through technical assistance, support the Ministry of Health (MOH) to implement national HIV policies and quality programs across the HIV clinical and prevention cascade in public health facilities in Botswana under PEPFAR",HHS-CDC-GHC,forecasted,07/25/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355518"",""CDC-RFA-JG-25-0099"")",Supporting the implementation of comprehensive HIV prevention and treatment programs to achieve and sustain epidemic control in Zimbabwe under the President's Emergency Plan for AIDS Relief (PEPFAR),HHS-CDC-GHC,forecasted,07/19/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353590"",""PAR-24-174"")",Global Infectious Disease Research Training Program (D43 Clinical Trial Optional),HHS-NIH11,posted,04/17/2024,08/06/2026,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356671"",""72062024RFA00009"")",USAID Primary Health Care Improvement Program (UPHIP),USAID-NIG,posted,10/09/2024,11/15/2024,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/315120"",""7200AA19APS00002"")","MOMENTUM (Moving Integrated, Quality Maternal, Newborn, and Child Health Services, Voluntary Family Planning, and Reproductive Health Care [MNCH/FP/RH] to Scale)",USAID,posted,04/22/2019,09/30/2025,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/309813"",""7200AA19RFA00004"")",One Health Workforce (OHW) Next Generation,USAID,posted,10/22/2018,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356147"",""72062424RFA00010"")","Closing inequities in HIV Prevention, Care and Treatment among key populations in Burkina Faso Activity (Equity KP Burkina Faso)",USAID-WAF,posted,08/21/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314817"",""7200AA19APS00010"")",Active Communities - Effective States (ACES),USAID,posted,04/11/2019,04/10/2025,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356146"",""72062424RFA00009"")","Closing inequities in HIV Prevention, Care and Treatment among key populations in Togo Activity (Equity KP Togo)",USAID-WAF,posted,08/21/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/328814"",""RFI-278-20-HSQA"")",Health Service Quality Accelerator,USAID-JOR,forecasted,08/27/2020,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338128"",""72067522APS00002"")",Guinea Local Health System Strengthening (GLHSS),USAID-GUI,posted,02/16/2022,02/25/2025,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351422"",""72067424RFA00001"")",Health Financing and Public Financial Management Systems Strengthening Activity in South Africa,USAID-SAF,forecasted,12/11/2023,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/298577"",""720FDA18RFA00002"")",Responding to Pakistan’s Internally Displaced (RAPID) III,USAID,posted,11/09/2017,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356735"",""NEAAC24MERC1002"")",Middle East Regional Cooperation (MERC),DOS-NEA-AC,posted,10/16/2024,01/15/2025,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356871"",""720BHA25RFA00001"")",Ethiopia Rapid Response Mechanism (RRM),USAID,posted,10/28/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340272"",""7200AA22APS00007"")","Justice, Rights, and Security Annual Program Statement",USAID,posted,05/12/2022,05/11/2025,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/228973"",""RFA-391-13-000009"")","Child, Newborn, and Maternal Health Project",USAID-PAK,posted,04/03/2013,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356765"",""72052725RFA00001"")",Strengthening Systems for Health Security Activity (SSHS),USAID-PER,posted,10/18/2024,12/16/2024,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349656"",""72049223APS00001"")",UNIVERSAL HEALTH CARE PROJECT APS,USAID-PHI,posted,08/01/2023,07/31/2025,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330125"",""RFI-GH-21-002"")",PROPEL Health Project (Promoting Results and Outcomes through Policy and Economic Levers),USAID,forecasted,11/30/2020,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354472"",""72069524RFA00004"")",Notice of Funding Opportunity for Kira Ukuze Activity,USAID-BUR,forecasted,05/28/2024,,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/312434"",""7200AA19APS00001"")",Local Organizations Network Project (LON),USAID,posted,01/29/2019,09/28/2029,"""Non-communicable Disease"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355880"",""CDC-RFA-DP-25-0014"")","Public Health Strategies to Address Alzheimer's Disease and Related Dementias: The National Healthy Brain Initiative, BOLD Public Health Centers of Excellence, and Public Health Adoption Accelerator",HHS-CDC-NCCDPHP,forecasted,08/05/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337086"",""CDC-RFA-TP22-2201"")",Public Health Crisis Response Cooperative Agreement,HHS-CDC-OPHPR,posted,01/13/2022,11/19/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355480"",""CDC-RFA-JG-25-0071"")","Advancing national epidemiologic, surveillance, research and laboratory capacities and systems to support a sustainable and resilient response to HIV/TB and related public health threats in the Kingdom of Eswatini under PEPFAR",HHS-CDC-GHC,forecasted,07/18/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355659"",""CDC-RFA-JG-25-0094"")","Capacity building, technical assistance and workforce training to rapidly and effectively address health threats and to accelerate the response to HIV in the United Republic of Tanzania under the President's Emergency Plan for AIDS Relief (PEPFAR)",HHS-CDC-GHC,forecasted,07/25/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356092"",""CDC-RFA-JG-25-0157"")",Strengthening Regional Field Epidemiology Training Program (FETP) Networks in Thailand,HHS-CDC-GHC,forecasted,08/15/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356083"",""CDC-RFA-JG-25-0140"")","Enhancing Capacity & Accelerating Sustainability of Public Health Systems in India to Prevent, Detect and Respond to Infectious Disease Outbreaks and Other Public Health Emergencies",HHS-CDC-GHC,forecasted,08/15/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355635"",""HRSA-25-025"")",Maternal and Child Health Public Health Catalyst Program,HHS-HRSA,posted,10/25/2024,01/23/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356177"",""CDC-RFA-JG-25-0174"")","Strengthening and Development of Sustainable Regional Public Health and Epidemiological Workforce Capacity through Collaboration, Program Development, and Implementation",HHS-CDC-GHC,forecasted,08/23/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356259"",""CDC-RFA-JG-25-0176"")",Protecting and Improving Global Public Health: Strengthening and Sustaining Public Health Systems in Ghana,HHS-CDC-GHC,forecasted,08/29/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352988"",""ARPA-H-SOL-24-103"")",Resilient Systems Office: Office-Wide Innovative Solutions Opening for Advanced Research Projects Agency for Health,HHS-ARPAH,posted,03/14/2024,03/14/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355957"",""CDC-RFA-CK-25-0128"")",Reducing the burden of parasitic infections in the United States through evidence-based prevention and control activities,HHS-CDC-NCEZID,forecasted,08/08/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355879"",""CDC-RFA-DP-25-0118"")",Enhancing and Modernizing the US Vision and Eye Health Surveillance System,HHS-CDC-NCCDPHP,forecasted,08/05/2024,,"""Public Health"""
